Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Three Dose Levels of a Maternal Respiratory Syncytial Virus Vaccine Candidate Are Well Tolerated and Immunogenic in a Randomized Trial in Nonpregnant Women,"Schwarz, T. F.; Johnson, C.; Grigat, C.; Apter, D.; Csonka, P.; Lindblad, N.; Nguyen, T. L.; Gao, F. F.; Qian, H.; Tullio, A. N.; Dieussaert, I.; Picciolato, M.; Henry, O.","BACKGROUND: Respiratory syncytial virus (RSV) causes respiratory tract infections, which may require hospitalization especially in early infancy. Transplacental transfer of RSV antibodies could confer protection to infants in their first months of life. METHODS: In this first-in-human, placebo-controlled study, 502 healthy nonpregnant women were randomized 1:1:1:1 to receive a single dose of unadjuvanted vaccine containing 30/60/120 Âµg of RSV fusion (F) protein stabilized in the prefusion conformation (RSVPreF3) or placebo. RESULTS: Solicited local adverse events (AEs) were more frequently reported in the RSVPreF3 groups (4%-53.2%) versus placebo (0%-15.9%); most were mild/moderate. Unsolicited AEs were comparably reported among groups. Three serious AEs were reported; none was vaccination-related. Compared with prevaccination values, anti-RSV A neutralizing antibody geometric mean titers and anti-RSVPreF3 immunoglobulin G geometric mean concentrations increased 8- to 14-fold and 12- to 21-fold at day 8 and persisted 5- to 6-fold and 6- to 8-fold higher until day 91 in the RSVPreF3 groups versus 1-fold in placebo. Comparisons at day 8 and day 31 showed that the higher dose levels were significantly more immunogenic than the lowest one. CONCLUSIONS: The RSVPreF3 vaccine was well tolerated and immunogenic. The 60 and 120 Âµg dose levels were selected for further investigation in pregnant women. CLINICAL TRIALS REGISTRATION: NCT03674177.",2022,Jun-15,J Infect Dis,225,12,2067-2076,34146100,10.1093/infdis/jiab317,,#1134,Schwarz 2022,Ainslie Hie (2025-02-24 16:56:00)(Included): extracted; ,GSK; NCT number; RCT; females only; formulation taken forward to phase 3; general adults; immunogenicity; product taken forward to phase 3; protein subunit
"Immunogenicity and Safety of 3 Formulations of a Respiratory Syncytial Virus Candidate Vaccine in Nonpregnant Women: A Phase 2, Randomized Trial","Schwarz, T. F.; McPhee, R. A.; Launay, O.; Leroux-Roels, G.; Talli, J.; Picciolato, M.; Gao, F.; Cai, R.; Nguyen, T. L.; Dieussaert, I.; Miller, J. M.; Schmidt, A. C.","BACKGROUND: Respiratory syncytial virus (RSV) is a common cause of respiratory tract illness and hospitalization in neonates and infants. RSV vaccination during pregnancy may protect offspring in their first months of life. METHODS: This randomized, observer-blind, multicenter, phase 2 study evaluated the immunogenicity and safety of an RSV candidate vaccine in healthy nonpregnant women aged 18-45 years. Four hundred participants were randomized (1:1:1:1) to receive a single intramuscular dose of vaccine containing 30 Âµg, 60 Âµg, or 120 Âµg of RSV fusion protein engineered to preferentially maintain a prefusion conformation (RSV-PreF vaccine) or placebo. RESULTS: Thirty days postvaccination, RSV-A neutralizing antibody geometric mean titers (GMTs) increased 3.75-, 4.42- and 4.36-fold; RSV-B neutralizing antibody GMTs 2.36-, 2.54- and 2.76-fold; and palivizumab competing antibody (PCA) concentrations 11.69-, 14.38- and 14.24-fold compared with baseline levels in the 30 Âµg, 60 Âµg, and 120 Âµg RSV-PreF groups, respectively. Antibody titers and PCA concentrations at day 30 were significantly higher with the 120 Âµg compared to the 30 Âµg RSV-PreF vaccine. All RSV-PreF vaccine formulations and the placebo had similar reactogenicity profiles. No serious adverse events were considered to be related to the RSV-PreF vaccine. CONCLUSIONS: The 3 formulations of the investigational RSV-PreF vaccine were well-tolerated and induced RSV-A and RSV-B neutralizing antibodies and PCAs in healthy, nonpregnant women. CLINICAL TRIALS REGISTRATION: NCT02956837.",2019,Oct-22,J Infect Dis,220,11,1816-1825,31418022,10.1093/infdis/jiz395,,#1135,Schwarz 2019,"Ainslie Hie (2025-02-13 17:10:39)(Included): This paper is not a priority for extraction as there's no efficacy data for this vaccine. Therefore, data was not extracted. It is not the RSV-PreF3 vaccine.; ",GSK; NCT number; RCT; females only; general adults; immunogenicity; product not taken forward to phase 3; protein subunit
Safety and Immunogenicity of an mRNA-Based RSV Vaccine Including a 12-Month Booster in a Phase I Clinical Trial in Healthy Older Adults,"Shaw, C. A.; Essink, B.; Harper, C.; Mithani, R.; Kapoor, A.; Dhar, R.; Wilson, L.; Guo, R.; Panozzo, C. A.; Wilson, E.; Simorellis, A. K.; Reuter, C.; Stoszek, S. K.; Chen, G. L.; Das, R.; Goswami, J.","BACKGROUND: An mRNA-based RSV vaccine, mRNA-1345, is under clinical investigation to address RSV disease burden in older adults. METHODS: This phase 1, randomized, observer-blind, placebo-controlled, dose-ranging study evaluated safety, reactogenicity, and immunogenicity of mRNA-1345 in adults 65-79 years (NCT04528719). Participants were randomized to receive 1-dose of mRNA-1345 (12.5, 25, 50, 100, or 200-Âµg) or placebo and matched mRNA-1345 booster or placebo at 12-months. RESULTS: Overall, 298 participants received the first injection; 247 received the 12-month booster injection. mRNA-1345 was generally well-tolerated after both injections, with the most frequently reported solicited adverse reactions being injection-site pain, fatigue, headache, arthralgia, and myalgia. Reactogenicity was higher after the booster injection than the first injection but similar severity, time-to-onset, and duration. A single mRNA-1345 injection boosted RSV-A and RSV-B neutralizing antibody titers (nAb) and prefusion-F-binding antibody (preF-bAb) concentrations at 1-month (geometric mean-fold rises: RSV-A, 10.2-16.5; RSV-B, 5.3-12.5; preF-bAb, 7.2-12.1). RSV antibody levels remained above baseline through 12-months, indicating immune persistence. A 12-month booster injection also increased RSV-A and RSV-B nAb titers and preF-bAb concentrations; titers post-booster injection were numerically lower compared to titers after the first-dose, with overlapping 95% CIs. CONCLUSIONS: mRNA-1345 was well-tolerated and immunogenic following a single injection and a 12-month booster. TRIAL REGISTRATION: ClinicalTrials.gov, NCT04528719.",2024,Feb-22,J Infect Dis,,,,38385566,10.1093/infdis/jiae081,,#1143,Shaw 2024,Ainslie Hie (2025-02-28 16:12:02)(Included): extracted; ,Moderna; NCT number; Possible RCT; formulation taken forward to phase 3; immunogenicity; mRNA; older adults; product taken forward to phase 3
"Safety, Tolerability and Immunogenicity of a mRNA-based RSV Vaccine in Healthy Young Adults in a Phase 1 Clinical Trial","Shaw, C. A.; Mithani, R.; Kapoor, A.; Dhar, R.; Wilson, L.; El Asmar, L.; Schnyder-Ghamloush, S.; Schaefers, K.; August, A.; Stoszek, S. K.; Chen, G. L.","BACKGROUND: Respiratory syncytial virus (RSV) presents a global health concern. A lipid nanoparticle-encapsulated mRNA-based RSV vaccine (mRNA-1345) encoding the membrane-anchored RSV prefusion stabilised F glycoprotein (preF) is under clinical investigation. METHODS: This phase 1, randomized, observer-blind, placebo-controlled dose escalation study assessed safety and immunogenicity of mRNA-1345 in healthy adults aged 18-49 years (NCT04528719). Participants were randomized to receive one dose of mRNA-1345 (50, 100, or 200â€…Âµg) or placebo, or 3 doses of mRNA-1345 (100â€…Âµg) or placebo 56 days apart. RESULTS: mRNA-1345 was well-tolerated at all dose levels. The most common solicited adverse reactions were pain, headache, fatigue, myalgia, or chills, which were all generally mild to moderate. A single injection of mRNA-1345 boosted RSV neutralizing antibody titers (geometric mean fold rise [GMFR]: RSV-A, 20.0 to 23.5; RSV-B, 11.7 to 16.0) and RSV preF binding antibody concentrations (GMFR: 16.1 to 21.8) at 1 month post injection, with no apparent dose response. Antibody levels remained above baseline through 6 months. Sequential doses of 100â€…Âµg were well tolerated but did not further boost antibody levels. CONCLUSIONS: A single mRNA-1345 injection demonstrated an acceptable safety profile in younger adults and induced a durable neutralizing antibody response, supporting its continued development.",2024,Jan-31,J Infect Dis,,,,38298125,10.1093/infdis/jiae035,,#1144,Shaw 2024,Ainslie Hie (2025-03-03 14:54:01)(Included): extracted; ,Moderna; NCT number; Possible RCT; formulation taken forward to phase 3; general adults; immunogenicity; mRNA; product taken forward to phase 3
Prefusion F Protein-Based Respiratory Syncytial Virus Immunization in Pregnancy,"SimÃµes, E. A. F.; Center, K. J.; Tita, A. T. N.; Swanson, K. A.; Radley, D.; Houghton, J.; McGrory, S. B.; Gomme, E.; Anderson, M.; Roberts, J. P.; Scott, D. A.; Jansen, K. U.; Gruber, W. C.; Dormitzer, P. R.; Gurtman, A. C.","BACKGROUND: Respiratory syncytial virus (RSV), a major cause of illness and death in infants worldwide, could be prevented by vaccination during pregnancy. The efficacy, immunogenicity, and safety of a bivalent RSV prefusion F protein-based (RSVpreF) vaccine in pregnant women and their infants are uncertain. METHODS: In a phase 2b trial, we randomly assigned pregnant women, at 24 through 36 weeks' gestation, to receive either 120 or 240 Î¼g of RSVpreF vaccine (with or without aluminum hydroxide) or placebo. The trial included safety end points and immunogenicity end points that, in this interim analysis, included 50% titers of RSV A, B, and combined A/B neutralizing antibodies in maternal serum at delivery and in umbilical-cord blood, as well as maternal-to-infant transplacental transfer ratios. RESULTS: This planned interim analysis included 406 women and 403 infants; 327 women (80.5%) received RSVpreF vaccine. Most postvaccination reactions were mild to moderate; the incidence of local reactions was higher among women who received RSVpreF vaccine containing aluminum hydroxide than among those who received RSVpreF vaccine without aluminum hydroxide. The incidences of adverse events in the women and infants were similar in the vaccine and placebo groups; the type and frequency of these events were consistent with the background incidences among pregnant women and infants. The geometric mean ratios of 50% neutralizing titers between the infants of vaccine recipients and those of placebo recipients ranged from 9.7 to 11.7 among those with RSV A neutralizing antibodies and from 13.6 to 16.8 among those with RSV B neutralizing antibodies. Transplacental neutralizing antibody transfer ratios ranged from 1.41 to 2.10 and were higher with nonaluminum formulations than with aluminum formulations. Across the range of assessed gestational ages, infants of women who were immunized had similar titers in umbilical-cord blood and similar transplacental transfer ratios. CONCLUSIONS: RSVpreF vaccine elicited neutralizing antibody responses with efficient transplacental transfer and without evident safety concerns. (Funded by Pfizer; ClinicalTrials.gov number, NCT04032093.).",2022,Apr-28,N Engl J Med,386,17,1615-1626,35476650,10.1056/NEJMoa2106062,,#1157,SimÃµes 2022,,NCT number; Pfizer; Possible RCT; efficacy/effectiveness; females only; formulation taken forward to phase 3; immunogenicity; maternal; product taken forward to phase 3; protein subunit; under 1 year
Intranasal parainfluenza virus type 5 (PIV5)-vectored RSV vaccine is safe and immunogenic in healthy adults in a phase 1 clinical study,"Spearman, P.; Jin, H.; Knopp, K.; Xiao, P.; Gingerich, M. C.; Kidd, J.; Singh, K.; Tellier, M.; Radziewicz, H.; Wu, S.; McGregor, M.; Freda, B.; Wang, Z.; John, S. P.; Villinger, F. J.; He, B.","Respiratory syncytial virus (RSV) can lead to serious disease in infants, and no approved RSV vaccine is available for infants. This first in-human clinical trial evaluated a single dose of BLB201, a PIV5-vectored RSV vaccine administrated via intranasal route, for safety and immunogenicity in RSV-seropositive healthy adults (33 to 75 years old). No severe adverse events (SAEs) were reported. Solicited local and systemic AEs were reported by <50% of participants and were mostly mild in intensity. Vaccine virus shedding was detected in 17% of participants. Nasal RSV-specific immunoglobulin A responses were detected in 48%, the highest level observed in adults among all intranasal RSV vaccines evaluated in humans. RSV-neutralizing antibodies titers in serum rose â‰¥1.5-fold. Peripheral blood RSV F-specific CD4(+) and CD8(+) T cells increased from â‰¤0.06% at baseline to â‰¥0.26 and 0.4% after vaccination, respectively, in >93% participants. The safety and immunogenicity profile of BLB201 in RSV-seropositive adults supports the further clinical development of BLB201.",2023,Oct-27,Sci Adv,9,43,eadj7611,37878713,10.1126/sciadv.adj7611,,#1183,Spearman 2023,,Blue Lake Biotechnology Inc; NCT number; Possible RCT; general adults; immunogenicity; older adults; product not taken forward to phase 3; viral vector
Phase 1/2a Safety and Immunogenicity of an Adenovirus 26 Vector Respiratory Syncytial Virus (RSV) Vaccine Encoding Prefusion F in Adults 18-50 Years and RSV-Seropositive Children 12-24 Months,"Stuart, A. S. V.; Virta, M.; Williams, K.; Seppa, I.; Hartvickson, R.; Greenland, M.; Omoruyi, E.; Bastian, A. R.; Haazen, W.; Salisch, N.; Gymnopoulou, E.; Callendret, B.; Faust, S. N.; Snape, M. D.; Heijnen, E.","BACKGROUND: Respiratory syncytial virus (RSV) remains a leading cause of pediatric morbidity, with no approved vaccine. We assessed the safety and immunogenicity of the Ad26.RSV.preF vaccine candidate in adults and children. METHODS: In this randomized, double-blind, phase 1/2a, placebo-controlled study, 12 adults (18-50 years) and 36 RSV-seropositive children (12-24 months) were randomized 2:1 to Ad26.RSV.preF (1 Ã— 1011 viral particles [vp] for adults, 5 Ã— 1010 vp for children) or placebo, at day 1 and 29, with 6-month immunogenicity and 1-year safety follow-up. Respiratory syncytial virus infection was an exploratory outcome in children. RESULTS: In adults, solicited adverse events (AEs) were generally mild to moderate, with no serious AEs. In children, no vaccination-related serious AEs were reported; fever was reported in 14 (58.3%) Ad26.RSV.preF recipients. Baseline pediatric geometric mean titers for RSV A2 neutralization increased from 121 (95% confidence interval [CI], 76-191) to 1608 (95% CI, 730-3544) at day 29, and 2235 (95% CI, 1586-3150) at day 57, remaining elevated over 7 months. Respiratory syncytial virus infection was confirmed in fewer children receiving Ad26.RSV.preF (1, 4.2%) than placebo (5, 41.7%). CONCLUSIONS: Ad26.RSV.preF demonstrated immunogenicity in healthy adults and toddlers, with no safety concerns raised. Evaluations in RSV-seronegative children are underway.",2022,Dec-28,J Infect Dis,227,1,71-82,36259542,10.1093/infdis/jiac407,,#1203,Stuart 2022,,Janssen; NCT number; Possible RCT; general adults; immunogenicity; product not taken forward to phase 3; viral vector; under 2 years
Immunogenicity and safety following one dose of AS01E-adjuvanted respiratory syncytial virus prefusion F protein vaccine in older adults: a phase 3 trial,"F. Schwarz T; Hwang, S. J.; Ylisastigui, P.; Liu, C. S.; Takazawa, K.; Yono, M.; Ervin, J. E.; Andrews, C. P.; Fogarty, C.; Eckermann, T.; Collete, D.; de Heusch, M.; De Schrevel, N.; Salaun, B.; Lambert, A.; MarÃ©chal, C.; Olivier, A.; Nakanwagi, P.; Lievens, M.; HulstrÃ¸m, V.","BACKGROUND: The recently approved AS01E-adjuvanted respiratory syncytial virus (RSV) prefusion F protein-based vaccine (RSVPreF3 OA) demonstrated high efficacy against RSV-related disease in â‰¥60-year-olds. METHODS: This ongoing phase 3 study in â‰¥60-year-olds evaluates the immune persistence until three years post-RSVPreF3 OA vaccination. Here, we describe interim results on humoral and cell-mediated immunogenicity, reactogenicity, and safety until one year post-dose 1. RESULTS: In total, 1653 participants were vaccinated. One month post-dose 1, neutralization titers increased 10.5-fold (RSV-A) and 7.8-fold (RSV-B) versus pre-dose 1. Titers then declined to levels 4.4-fold (RSV-A) and 3.5-fold (RSV-B) above pre-dose 1 at month 6, and remained 3.1-fold (RSV-A) and 2.3-fold (RSV-B) above pre-dose 1 levels after one year. RSVPreF3-binding immunoglobulin G levels and CD4+ T-cell frequencies showed similar kinetics. Solicited administration-site and systemic adverse events (mostly mild to moderate and transient) were reported by 62.2% and 49.5% of participants. Serious adverse events were reported by 3.9% of participants within 6 months post-dose 1; one case was considered vaccine-related. CONCLUSIONS: One RSVPreF3 OA dose elicited cell-mediated and RSV-A and RSV-B-specific humoral immune responses that declined over time but remained above pre-dose 1 levels for at least one year. The vaccine was well tolerated with an acceptable safety profile.Clinicaltrials.gov NCT04732871.Respiratory syncytial virus (RSV) is a major cause of illness and hospitalization in older adults. An RSV vaccine for older adults developed by GSK was recently approved. The vaccine was well tolerated and provided protection against RSV disease in adults aged 60 years and older during at least one RSV season. In this ongoing study, we are evaluating the magnitude and durability of the immune response, as well as vaccine safety, until three years after vaccination of adults aged 60 years and older from five countries. Here, we report the results of an interim analysis until one year after vaccination with one dose. In total, 1653 participants were vaccinated. We found that the vaccine induced a strong immune response that was evident one month after vaccination, after which it declined, but persisted for at least one year. Study participants most often reported pain at the injection site, muscle pain, tiredness, and headache as adverse reactions, which were mostly mild to moderate and of short duration. One serious adverse reaction was considered related to the vaccine. The long-term immune response that was observed in this study is consistent with the vaccine providing protection during at least one RSV season.eng",2023,Dec-14,J Infect Dis,,,,38099559,10.1093/infdis/jiad546,,#1221,F 2023,Ainslie Hie (2025-05-14 18:46:10)(Included): Vax49 Schwarz; ,GSK; NCT number; Possible RCT; formulation taken forward to phase 3; immunogenicity; older adults; product taken forward to phase 3; protein subunit
"Second-year surveillance of recipients of a respiratory syncytial virus (RSV) F protein subunit vaccine, PFP-1: evaluation of antibody persistence and possible disease enhancement","Tristram, D. A.; Welliver, R. C.; Hogerman, D. A.; Hildreth, S. W.; Paradiso, P.","In a previous study, children 18 to 36 months of age and seropositive for respiratory syncytial virus (RSV) were vaccinated with an RSV subunit vaccine (PFP-1) consisting of the viral fusion protein. Vaccines developed substantial increases in anti-fusion and neutralizing antibody and exhibited protection against RSV infection through one RSV epidemic, in comparison to controls. This present study of the same cohort was undertaken to determine the persistence of antibody responses and immunity to reinfection, as well as to monitor for enhanced disease upon subsequent RSV infection during the second RSV season after vaccination. Vaccinees continued to have greater ELISA specific anti-fusion (F) antibody responses than controls up to 18 months after vaccination. Neutralizing antibody titres were not as durable, and the attack rates for RSV in the second winter season after vaccination (25% in vaccines versus 42% in controls) were not significantly different (p = 0.23). Nevertheless, 'high-responder' subgroups may have had residual protection into the second postvaccination year. Enhanced illness did not occur. PFP-1 is immunogenic and appears safe, but yearly reimmunization may be necessary to maintain immunity to RSV infection.",1994,May,Vaccine,12,6,551-6,8036830,10.1016/0264-410x(94)90316-6,,#1265,Tristram 1994,,Lederle Praxis Biologicals; No NCT number; Not RCT; adults; immunogenicity; protein based particle/subunit vaccine; vaccine
Immunogenicity and safety of respiratory syncytial virus subunit vaccine in seropositive children 18-36 months old,"Tristram, D. A.; Welliver, R. C.; Mohar, C. K.; Hogerman, D. A.; Hildreth, S. W.; Paradiso, P.","Twenty-six children (aged 18-36 months) previously hospitalized for respiratory syncytial virus (RSV) infection were randomized to receive 50 micrograms of an RSV subunit vaccine composed primarily of F glycoprotein or saline placebo by intramuscular injection. Serum was obtained at entry and at 1 and 6 months after vaccination for detection of antibody to F glycoprotein and G glycoprotein of subtypes A (Ga) or B (Gb) and of neutralizing antibody (nAb). At 1 month, by comparing the baseline values, vaccinees had statistically significant increases in geometric mean antibody titer (GMT) of more than fourfold to F (P = .0001), Ga (P = .0001), Gb (P = .003), and nAb (P = .009). No differences in GMT were observed between F protein vaccine and placebo recipients at entry, nor between placebo recipients at entry and 1 month. RSV infections were identified in 7 placebo recipients (4 by both viral identification and seroconversion, 3 by seroconversion alone). No vaccine recipient had RSV infection documented in the 6 months after vaccination (P = .003). There were no significant vaccine-related side effects, and no evidence of enhanced respiratory illnesses was observed. The subunit F protein vaccine appears safe and immunogenic and may prevent infection in healthy children primed by prior RSV infection.",1993,Jan,J Infect Dis,167,1,191-5,8418166,10.1093/infdis/167.1.191,,#1266,Tristram 1993,,No NCT number; Possible RCT; Praxis Biologics; immunogenicity; infants/children; protein based particle/subunit vaccine; vaccine
"First-in-human administration of a live-attenuated RSV vaccine lacking the G-protein assessing safety, tolerability, shedding and immunogenicity: a randomized controlled trial","Verdijk, P.; van der Plas, J. L.; van Brummelen, E. M. J.; Jeeninga, R. E.; de Haan, C. A. M.; Roestenberg, M.; Burggraaf, J.; Kamerling, I. M. C.","BACKGROUND: Human respiratory syncytial virus (RSV) is a major cause of lower respiratory tract infections in early infancy and in elderly. A pediatric vaccine against RSV would not only prevent morbidity and mortality amongst infants and young children but could also reduce transmission to elderly. The RSVÎ”G vaccine consists of a live-attenuated RSV that lacks the G attachment protein. RSVÎ”G is severely impaired in binding to host cells and exhibits reduced infectivity in preclinical studies. Intranasal immunization of cotton rats with RSVÎ”G vaccine protected against replication of wildtype RSV, without inducing enhanced disease. METHODS: We performed a first-in-human trial with primary objective to evaluate safety and shedding of RSVÎ”G (6.5 log(10) CCID(50)) after intranasal administration. Healthy adults aged between 18 and 50, with RSV neutralizing serum titers below 9.6 log(2), received a single dose of either vaccine or placebo (nÂ =Â 48, ratio 3:1). In addition to safety and tolerability, nasal viral load, and systemic and humoral immune responses were assessed at selected time points until 4Â weeks after immunization. RESULTS: Intranasal administration of RSVÎ”G was well tolerated with no findings of clinical concern. No infectious virus was detected in nasal wash samples. Similar to other live-attenuated RSV vaccines, neutralizing antibody response following inoculation was limited in seropositive adults. CONCLUSIONS: A single dose of 6.5 log(10) CCID(50) of RSVÎ”G was safe and well-tolerated in seropositive healthy adults. RSVÎ”G was sufficiently attenuated but there were no signs of induction of antibodies. Safety and immunogenicity can now be explored in children and eventually in seronegative infants. Clinical trial register: NTR7173/EudraCT number 2016-002437-30.",2020,Sep-03,Vaccine,38,39,6088-6095,32718816,10.1016/j.vaccine.2020.07.029,,#1304,Verdijk 2020,,Intravacc; No NCT number; Possible RCT; adults; immunogenicity; live attenuated/chimeric vaccine; vaccine
A Randomized Phase 1/2 Study of a Respiratory Syncytial Virus Prefusion F Vaccine,"Walsh, E. E.; Falsey, A. R.; Scott, D. A.; Gurtman, A.; Zareba, A. M.; Jansen, K. U.; Gruber, W. C.; Dormitzer, P. R.; Swanson, K. A.; Radley, D.; Gomme, E.; Cooper, D.; Schmoele-Thoma, B.","BACKGROUND: Protection against human respiratory syncytial virus (RSV) remains an unmet need potentially addressable by maternal immunization. This phase 1/2 study evaluated a bivalent prefusion F vaccine (RSVpreF) with antigens from RSV subgroups A and B. METHODS: Adults 18-49 years old (Nâ€…=â€…618) were randomized to receive placebo or 60, 120, or 240 Âµg RSVpreF with or without Al(OH)3. Safety and immunogenicity were evaluated. RESULTS: RSVpreF recipients more frequently reported local reactions and systemic events than placebo recipients; these were mostly mild or moderate. No vaccine-related serious adverse events occurred through 12 months postvaccination. All RSVpreF formulations induced 1-month postvaccination virus-neutralizing titers higher than those associated with protection of high-risk infants by palivizumab, the only prophylactic currently available for RSV. Geometric mean fold rises (GMFRs) across RSVpreF doses/formulations were 10.6-16.9 for RSV A and 10.3-19.8 for RSV B at 1 month postvaccination, greater than those historically elicited by postfusion F vaccines. GMFRs were 3.9-5.2 and 3.7-5.1, respectively, at 12 months postvaccination. CONCLUSIONS: RSVpreF formulations were safe, well tolerated, and induced robust neutralizing responses in adults. These findings support development of RSVpreF, which is being evaluated in a pivotal phase 3 study for maternal immunization. CLINICAL TRIALS REGISTRATION: NCT03529773.",2022,Apr-19,J Infect Dis,225,8,1357-1366,34932102,10.1093/infdis/jiab612,,#1322,Walsh 2022,Ainslie Hie (2025-03-10 14:57:38)(Included): Reports repeat data (VAX40); ,NCT number; Pfizer; Possible RCT; formulation taken forward to phase 3; general adults; immunogenicity; product taken forward to phase 3; protein subunit
Respiratory Syncytial Virus Prefusion F Vaccination: Antibody Persistence and Revaccination,"Walsh, E. E.; Falsey, A. R.; Zareba, A. M.; Jiang, Q.; Gurtman, A.; Radley, D.; Gomme, E.; Cooper, D.; Jansen, K. U.; Gruber, W. C.; Swanson, K. A.; Schmoele-Thoma, B.","BACKGROUND: Respiratory syncytial virus (RSV) causes substantial respiratory disease. Bivalent RSV prefusion F (RSVpreF) vaccine is licensed in â‰¥60-year-olds. RSVpreF was well-tolerated and immunogenic in a phase 1/2 study. We evaluated antibody persistence after initial vaccination and safety and immunogenicity after revaccination from this study. METHODS: Healthy adults were randomized to receive both initial vaccination and revaccination 12 months later with either placebo or RSVpreF 240 Âµg (Â±Al(OH)3). RSV-A and RSV-B geometric mean neutralizing titers (GMTs) were measured through 12 months after both vaccinations. Tolerability/safety was assessed. RESULTS: There were 263 participants revaccinated (18-49-years-old, n=134; 65-85-years-old, n=129). Among 18-49-year-olds and 65-85-year-olds, respectively, geometric mean fold rises (GMFRs) for both RSV subgroups (RSV-A; RSV-B) 1 month after initial RSVpreF vaccination were 13.3-20.4 and 8.9-15.5 compared with levels before initial vaccination; corresponding GMFRs 12 months after initial vaccination were 4.1-5.0 and 2.6-4.1. GMFRs 1 month after revaccination compared with levels before revaccination were 1.4-2.3 and 1.4-2.2 for 18-49-year-olds and 65-85-year-olds, respectively. Peak GMTs after revaccination were lower than those after initial vaccination. GMTs 12 months after initial vaccination and revaccination were similar, with GMFRs ranging from 0.7-1.6. No safety signals occurred. CONCLUSIONS: RSVpreF revaccination was immunogenic and well-tolerated among adults. NCT03529773.",2024,Apr-12,J Infect Dis,,,,38606958,10.1093/infdis/jiae185,,#1324,Walsh 2024,,NCT number; Pfizer; Possible RCT; general adults; immunogenicity; older adults; product taken forward to phase 3; protein subunit
Efficacy and Safety of a Bivalent RSV Prefusion F Vaccine in Older Adults,"Walsh, E. E.; PÃ©rez Marc, G.; Zareba, A. M.; Falsey, A. R.; Jiang, Q.; Patton, M.; Polack, F. P.; Llapur, C.; Doreski, P. A.; Ilangovan, K.; RÃ¤met, M.; Fukushima, Y.; Hussen, N.; Bont, L. J.; Cardona, J.; DeHaan, E.; Castillo Villa, G.; Ingilizova, M.; Eiras, D.; Mikati, T.; Shah, R. N.; Schneider, K.; Cooper, D.; Koury, K.; Lino, M. M.; Anderson, A. S.; Jansen, K. U.; Swanson, K. A.; Gurtman, A.; Gruber, W. C.; Schmoele-Thoma, B.","BACKGROUND: Respiratory syncytial virus (RSV) infection causes considerable illness in older adults. The efficacy and safety of an investigational bivalent RSV prefusion F protein-based (RSVpreF) vaccine in this population are unknown. METHODS: In this ongoing, phase 3 trial, we randomly assigned, in a 1:1 ratio, adults (â‰¥60 years of age) to receive a single intramuscular injection of RSVpreF vaccine at a dose of 120 Î¼g (RSV subgroups A and B, 60 Î¼g each) or placebo. The two primary end points were vaccine efficacy against seasonal RSV-associated lower respiratory tract illness with at least two or at least three signs or symptoms. The secondary end point was vaccine efficacy against RSV-associated acute respiratory illness. RESULTS: At the interim analysis (data-cutoff date, July 14, 2022), 34,284 participants had received RSVpreF vaccine (17,215 participants) or placebo (17,069 participants). RSV-associated lower respiratory tract illness with at least two signs or symptoms occurred in 11 participants in the vaccine group (1.19 cases per 1000 person-years of observation) and 33 participants in the placebo group (3.58 cases per 1000 person-years of observation) (vaccine efficacy, 66.7%; 96.66% confidence interval [CI], 28.8 to 85.8); 2 cases (0.22 cases per 1000 person-years of observation) and 14 cases (1.52 cases per 1000 person-years of observation), respectively, occurred with at least three signs or symptoms (vaccine efficacy, 85.7%; 96.66% CI, 32.0 to 98.7). RSV-associated acute respiratory illness occurred in 22 participants in the vaccine group (2.38 cases per 1000 person-years of observation) and 58 participants in the placebo group (6.30 cases per 1000 person-years of observation) (vaccine efficacy, 62.1%; 95% CI, 37.1 to 77.9). The incidence of local reactions was higher with vaccine (12%) than with placebo (7%); the incidences of systemic events were similar (27% and 26%, respectively). Similar rates of adverse events through 1 month after injection were reported (vaccine, 9.0%; placebo, 8.5%), with 1.4% and 1.0%, respectively, considered by the investigators to be injection-related. Severe or life-threatening adverse events were reported in 0.5% of vaccine recipients and 0.4% of placebo recipients. Serious adverse events were reported in 2.3% of participants in each group through the data-cutoff date. CONCLUSIONS: RSVpreF vaccine prevented RSV-associated lower respiratory tract illness and RSV-associated acute respiratory illness in adults (â‰¥60 years of age), without evident safety concerns. (Funded by Pfizer; RENOIR ClinicalTrials.gov number, NCT05035212; EudraCT number, 2021-003693-31.).",2023,Apr-20,N Engl J Med,388,16,1465-1477,37018468,10.1056/NEJMoa2213836,,#1327,Walsh 2023,Ainslie Hie (2025-01-10 12:51:47)(Included): extracted; ,NCT number; Pfizer; Possible RCT; efficacy/effectiveness; formulation taken forward to phase 3; older adults; product taken forward to phase 3; protein subunit
